title|offer_type|desc|size|price
LJ. CENTER|trisobno|120 m2, 3-sobno, zgrajeno l. 1896, adaptirano l. 2004, oddamo. Cena: 1.300,00 EUR/mes|120,00 m2|1.300,00 €/mesec
LJ. CENTER|trisobno|120 m2, 3-sobno, zgrajeno l. 1550, 2/3 nad., oddamo. Cena: 900,00 EUR/mes|120,00 m2|900,00 €/mesec
LJ. CENTER|trisobno|121,9 m2, 3-sobno, zgrajeno l. 1933, 4. nad., Čudovito stanovanje z balkonom in lepim razgledom, dvigalo;, oddamo. Cena:...|121,90 m2|1.300,00 €/mesec
LJ. CENTER|trisobno|123 m2, 3-sobno, zgrajeno l. 1550, adaptirano l. 1990, oddamo. Cena: 1.500,00 EUR/mes|123,00 m2|1.500,00 €/mesec
LJ. CENTER|trisobno|123,9 m2, 3-sobno, zgrajeno l. 1920, adaptirano l. 2008, 3. nad., oddamo. Cena: 1.300,00 EUR/mes|123,90 m2|1.300,00 €/mesec
LJ. CENTER|trisobno|124,9 m2, 3-sobno, zgrajeno l. 1933, 4. nad., prostorno stanovanje v Dukičevih blokih, bližina Tivolija, dvigalo, oddamo...|124,90 m2|1.200,00 €/mesec
LJ. CENTER|trisobno|124,9 m2, 3-sobno, zgrajeno l. 1933, adaptirano l. 1999, 4. nad., oddamo. Cena: 1.400,00 EUR/mes|124,90 m2|1.400,00 €/mesec
LJ. CENTER|trisobno|124,93 m2, 3-sobno, zgrajeno l. 1933, adaptirano l. 2006, 5. nad., oddamo. Cena: 1.100,00 EUR/mes|124,93 m2|1.100,00 €/mesec
LJ. CENTER|triinpolsobno|125 m2, 3,5-sobno, zgrajeno l. 1922, adaptirano l. 2012, 2/5 nad., oddamo. Cena: 1.200,00 EUR/mes|125,00 m2|1.200,00 €/mesec
LJ. CENTER|triinpolsobno|125 m2, 3,5-sobno, zgrajeno l. 1922, adaptirano l. 2007, 2. nad., oddamo. Cena: 1.200,00 EUR/mes|125,00 m2|1.200,00 €/mesec
LJ. CENTER|triinpolsobno|125 m2, 3,5-sobno, zgrajeno l. 1922, adaptirano l. 2012, oddamo. Cena: 1.200,00 EUR/mes|125,00 m2|1.200,00 €/mesec
LJ. CENTER|trisobno|125 m2, 3-sobno, zgrajeno l. 1931, 3/6 nad., oddamo. Cena: 1.400,00 EUR/mes|125,00 m2|1.400,00 €/mesec
LJ. CENTER|dvosobno|125 m2, 2-sobno, zgrajeno l. 1921, 4. nad., oddamo. Cena: 1.700,00 EUR/mes|125,00 m2|1.700,00 €/mesec
LJ. CENTER|dvosobno|125 m2, 2-sobno, adaptirano l. 2017, adaptirano l. 2017, 4/5 nad., Posebna ponudba. Za krajše ali daljše obdobje se odda...|125,00 m2|1.680,00 €/mesec
LJ. CENTER|trisobno|126 m2, 3-sobno, zgrajeno l. 1933, 3. nad., staromeščansko stanovanje ima predsobo z vgradnimi omarami, dnevno sobo, biv...|126,00 m2|1.100,00 €/mesec
LJ. CENTER|štirisobno|127 m2, 4-sobno, zgrajeno l. 1908, 1. nad., Svetlo 4-sobno stanovanje se nahaja v secesijski stavbi v centru mesta na Ta...|127,00 m2|1.800,00 €/mesec
LJ. CENTER|štirisobno|127 m2, 4-sobno, zgrajeno l. 1908, adaptirano l. 2003, 1. nad., oddamo. Cena: 1.800,00 EUR/mes|127,00 m2|1.800,00 €/mesec
LJ. CENTER|trisobno|127 m2, 3-sobno, zgrajeno l. 1896, adaptirano l. 2003, oddamo. Cena: 1.800,00 EUR/mes|127,00 m2|1.800,00 €/mesec
LJ. CENTER|trisobno|127 m2, 3-sobno, zgrajeno l. 1896, 1. nad., oddamo. Cena: 1.800,00 EUR/mes|127,00 m2|1.800,00 €/mesec
LJ. CENTER|štiriinpolsobno|127,2 m2, 4,5-sobno, zgrajeno l. 1909, 1/2 nad., oddamo. Cena: 1.300,00 EUR/mes|127,20 m2|1.300,00 €/mesec
LJ. CENTER|štirisobno|128 m2, 4-sobno, zgrajeno l. 1908, adaptirano l. 2018, 1. nad., oddamo. Cena: 1.950,00 EUR/mes|128,00 m2|1.950,00 €/mesec
LJ. CENTER|štirisobno|128,8 m2, 4-sobno, zgrajeno l. 1756, adaptirano l. 2012, oddamo. Cena: 1.570,00 EUR/mes|128,80 m2|1.570,00 €/mesec
LJ. CENTER|dvoinpolsobno|130 m2, 2,5-sobno, zgrajeno l. 1600, adaptirano l. 2020, 2/3 nad., oddamo. Cena: cca 1.450,00 EUR/mes|130,00 m2|1.450,00 €/mesec
LJ. CENTER|dvoinpolsobno|130 m2, 2,5-sobno, zgrajeno l. 1600, adaptirano l. 2020, 2/3 nad., 2,5-sobno stanovanje, Ljubljana - Center, zgrajeno l....|130,00 m2|1.400,00 €/mesec
LJ. CENTER|štirisobno|130,9 m2, 4-sobno, zgrajeno l. 2000, 4. nad., Na odlični lokaciji v centru mesta oddamo v elitnem objektu Kapitelj oddam...|130,90 m2|2.000,00 €/mesec
LJ. CENTER|trisobno|134 m2, 3-sobno, zgrajeno l. 2005, oddamo. Cena: 1.900,00 EUR/mes|134,00 m2|1.900,00 €/mesec
LJ. CENTER|štirisobno|136,11 m2, 4-sobno, zgrajeno l. 1890, adaptirano l. 2011, oddamo. Cena: 1.200,00 EUR/mes|136,11 m2|1.200,00 €/mesec
LJ. CENTER|trisobno|140 m2, 3-sobno, adaptirano l. 2020, 1/2 nad., atraktivno, v celoti prenovljeno in opremljeno stanovanje s parkirnim mes...|140,00 m2|2.300,00 €/mesec
LJ. CENTER|trisobno|141,6 m2, 3-sobno, zgrajeno l. 2008, 5. nad., oddamo. Cena: 2.500,00 EUR/mes|141,60 m2|2.500,00 €/mesec
LJ. CENTER|trisobno|141,6 m2, 3-sobno, zgrajeno l. 2005, oddamo. Cena: 2.350,00 EUR/mes|141,60 m2|2.350,00 €/mesec
LJ. CENTER|trisobno|141,6 m2, 3-sobno, zgrajeno l. 2008, 5/6 nad., 3-sobno stanovanje, Ljubljana - Center - VILA URBANA, zgrajeno l. 2008, 5...|141,60 m2|2.500,00 €/mesec
LJ. CENTER|trisobno|143 m2, 3-sobno, zgrajeno l. 1931, adaptirano l. 2006, 3. nad., oddamo kvalitetno obnovljeno stanovanje v urejeni večsta...|143,00 m2|1.800,00 €/mesec
LJ. CENTER|štirisobno|145 m2, 4-sobno, zgrajeno l. 1904, 3. nad., oddamo. Cena: 1.800,00 EUR/mes|145,00 m2|1.800,00 €/mesec
LJ. CENTER|štirisobno|151 m2, 4-sobno, zgrajeno l. 1907, adaptirano l. 1992, 1/4 nad., 4-sobno stanovanje v Centru mesta, Ljubljana, oddamo. C...|151,00 m2|800,00 €/mesec
LJ. CENTER|štirisobno|156,94 m2, 4-sobno, zgrajeno l. 1850, adaptirano l. 2019, oddamo. Cena: 2.500,00 EUR/mes|156,94 m2|2.500,00 €/mesec
LJ. CENTER|štiriinpolsobno|160 m2, 4,5-sobno, zgrajeno l. 1885, adaptirano l. 2020, 1/1 nad., Oddam stanovanje ki ima čudovito lego in je v celoti ...|160,00 m2|1.500,00 €/mesec
LJ. CENTER|štirisobno|160 m2, 4-sobno, zgrajeno l. 1931, adaptirano l. 2018, 1. nad., V strogem centru mesta oddamo večje prostorno stanovanje...|160,00 m2|2.350,00 €/mesec
LJ. CENTER|štirisobno|161,5 m2, 4-sobno, zgrajeno l. 1931, adaptirano l. 2006, 2/6 nad., oddamo. Cena: 1.800,00 EUR/mes|161,50 m2|1.800,00 €/mesec
LJ. CENTER|štiriinpolsobno|163,7 m2, 4,5-sobno, zgrajeno l. 1931, 3. nad., v centru mesta na prominentni lokaciji blizu parka Tivoli oddamo obnovlj...|163,70 m2|2.100,00 €/mesec
LJ. CENTER|štirisobno|167,1 m2, 4-sobno, zgrajeno l. 2009, 6. nad., oddamo. Cena: 1.600,00 EUR/mes|167,10 m2|1.600,00 €/mesec
LJ. CENTER|trisobno|168,4 m2, 3-sobno, zgrajeno l. 1961, adaptirano l. 2002, oddamo. Cena: 2.600,00 EUR/mes|168,40 m2|2.600,00 €/mesec
LJ. CENTER|petsobno|169 m2, 5 in večsobno, zgrajeno l. 1865, oddamo. Cena: 3.300,00 EUR/mes|169,00 m2|3.300,00 €/mesec
LJ. CENTER|štirisobno|170,4 m2, 4-sobno, zgrajeno l. 2010, 1. nad., oddamo. Cena: 2.200,00 EUR/mes|170,40 m2|2.200,00 €/mesec
LJ. CENTER|petsobno|171,7 m2, 5 in večsobno, zgrajeno l. 1902, adaptirano l. 2007, 1/3 nad., Odlično meščansko stanovanje na elitni lokaciji...|171,70 m2|2.200,00 €/mesec
LJ. CENTER|štirisobno|174 m2, 4-sobno, zgrajeno l. 2005, 5. nad., oddamo. Cena: 2.200,00 EUR/mes|174,00 m2|2.200,00 €/mesec
LJ. CENTER|trisobno|179 m2, 3-sobno, zgrajeno l. 1865, adaptirano l. 2003, 2. nad., oddamo. Cena: 3.200,00 EUR/mes|179,00 m2|3.200,00 €/mesec
LJ. CENTER|štiriinpolsobno|179,87 m2, 4,5-sobno, zgrajeno l. 2018, 4/6 nad., oddamo. Cena: 2.600,00 EUR/mes|179,87 m2|2.600,00 €/mesec
LJ. CENTER|petsobno|197,4 m2, 5 in večsobno, zgrajeno l. 1898, oddamo. Cena: 1.600,00 EUR/mes|197,40 m2|1.600,00 €/mesec
LJ. CENTER|štirisobno|199 m2, 4-sobno, zgrajeno l. 2007, 230 m2 zemljišča, P/3 nad., oddamo. Cena: 2.400,00 EUR/mes|199,00 m2|2.400,00 €/mesec
LJ. CENTER|petsobno|200,99 m2, 5 in večsobno, zgrajeno l. 1456, adaptirano l. 2017, 1. nad., oddamo. Cena: 2.150,00 EUR/mes|200,99 m2|2.150,00 €/mesec
LJ. CENTER|trisobno|265 m2, 3-sobno, zgrajeno l. 1923, 2. nad., oddamo. Cena: 1.200,00 EUR/mes|265,00 m2|1.200,00 €/mesec
LJ. CENTER|petsobno|266,6 m2, 5 in večsobno, adaptirano l. 2010, 1. nad., Oddamo večje meščansko stanovanje v centru mesta s parkiriščem in ...|266,60 m2|2.500,00 €/mesec
LJ. CENTER, - CIGALETOVA ULICA|trisobno|82,7 m2, 3-sobno, zgrajeno l. 1800, adaptirano l. 2010, 1/5 nad., posredujemo pri oddaji neopremljenega stanovanja, ki j...|82,70 m2|850,00 €/mesec
LJ. CENTER, - KOMENSKEGA|enosobno|35 m2, 1-sobno, adaptirano l. 2010, 3/3 nad., Pogled na grad, možnost parkiranja na dvorišču, pralni stroj, wifi, oddamo...|35,00 m2|450,00 €/mesec
LJ. CENTER, - OSRČJE STARE|Soba|7 m2, soba, v stavbi zgrajeni l. 1750, adaptirana l. 2019, 4/4 nad., Za obdobje od nekaj mesecev, pa vse do junija oddam...|7,00 m2|275,00 €/mesec
LJ. CENTER, - POLJANE|Soba|15 m2, soba, zgrajena l. 1959, adaptirana l. 2005, 4/6 nad., oddamo. Cena: 240,00 EUR/mes|15,00 m2|240,00 €/mesec
LJ. CENTER, -, RIMSKA CESTA|petsobno|200 m2, 5 in večsobno, poslovni apartma, zgrajeno l. 1898, adaptirano l. 2017, 2/3 nad., LJ. CENTER, -, RIMSKA CESTA 200...|200,00 m2|2.200,00 €/mesec
LJ. CENTER, 50 M OD HOTELA INTERCONTINENTAL|dvosobno|65 m2, 2-sobno, zgrajeno l. 1969, adaptirano l. 2017, 12/13 nad., oddamo. Cena: 940,00 EUR/mes|65,00 m2|940,00 €/mesec
LJ. CENTER, BAVARSKI DVOR|enoinpolsobno|39 m2, 1,5-sobno, zgrajeno l. 1939, adaptirano l. 2020, 3/5 nad., Design furnished 1,5 room flat - great central locatio...|39,00 m2|650,00 €/mesec
LJ. CENTER, BAVARSKI DVOR|štirisobno|156,9 m2, 4-sobno, zgrajeno l. 1850, adaptirano l. 2019, 2. nad., oddamo. Cena: 2.500,00 EUR/mes|156,90 m2|2.500,00 €/mesec
LJ. CENTER, BAVARSKI DVOR|Soba|800 m2, soba, zgrajena l. 1939, adaptirana l. 2010, 3/5 nad., Velika soba v lepem 3-sobnem stanovanju, Center-Bavarski d...|800,00 m2|270,00 €/mesec
LJ. CENTER, BEETHOVNOVA ULICA|dvosobno|48 m2, 2-sobno, zgrajeno l. 1920, adaptirano l. 2005, 4/4 nad., balkon, velika omara, pomivalni, pralno-sušilni stroj, s...|48,00 m2|650,00 €/mesec
LJ. CENTER, BLIZU KODELJEVEGA|trisobno|68 m2, 3-sobno, zgrajeno l. 1933, adaptirano l. 2020, M/2 nad., center/kodeljevo, LJ., 68 m2, 3-sobno, zgrajeno l. 1933,...|68,00 m2|850,00 €/mesec
LJ. CENTER, BLIZU KRIŽANK|garsonjera|22 m2, garsonjera, zgrajena l. 1990, adaptirana l. 2013, 5/6 nad., Pogled na grad, novo, moderno in funkcionalno opremlj...|22,00 m2|520,00 €/mesec
LJ. CENTER, BLIZU ŽELEZNIŠKE POSTAJE, SEMA.|garsonjera|25 m2, garsonjera, poslovni apartma, zgrajena l. 1898, adaptirana l. 2010, VP/3 nad., Prijetni študentki oddam opremljen...|25,00 m2|370,00 €/mesec
LJ. CENTER, BLIŽINA CANKARJEVEGA DOMA|štirisobno|92 m2, 4-sobno, adaptirano l. 2019, oddamo. Cena: 1.100,00 EUR/mes|92,00 m2|1.100,00 €/mesec
LJ. CENTER, BLIŽINA CITY HOTELA|trisobno|140 m2, 3-sobno, zgrajeno l. 1980, adaptirano l. 2020, 1/2 nad., oddamo. Cena: 2.300,00 EUR/mes|140,00 m2|2.300,00 €/mesec
LJ. CENTER, BLIŽINA HOTELA UNION|garsonjera|34 m2, garsonjera, adaptirana l. 2018, Vrhunska lokacija, središče mesta, obnovljeno, oddamo. Cena: 600,00 EUR/mes|34,00 m2|600,00 €/mesec
LJ. CENTER, BLIŽINA TRŽNICE IN TRUBARJEVE UL|garsonjera|14 m2, garsonjera, zgrajena l. 1920, adaptirana l. 2018, PK/3 nad., primerna za študente,nekadilce, najemnina 370 EUR že...|14,00 m2|370,00 €/mesec
LJ. CENTER, BLIŽINA UKC|enoinpolsobno|46 m2, 1,5-sobno, adaptirano l. 2015, 1/4 nad., oddamo. Cena: 500,00 EUR/mes|46,00 m2|500,00 €/mesec
LJ. CENTER, BLIŽINA UKC IN GLAVNE POSTAJE|enosobno|59 m2, 1-sobno, v stavbi zgrajeni l. 1950, 1/2 nad., Zelo prostorno 1-sobno stanovanje, primerno za 2-3 stanovalce, bliž...|59,00 m2|620,00 €/mesec
LJ. CENTER, BOHORIČEVA 17, BLIŽINA UKC|garsonjera|42,3 m2, garsonjera, zgrajena l. 2008, adaptirana l. 2015, 2/3 nad., svetla, orientirana na zahod, opremljena, pripada j...|42,30 m2|600,00 €/mesec
LJ. CENTER, BOHORIČEVA ULICA|dvosobno|73 m2, 2-sobno, poslovni apartma, zgrajeno l. 2011, 3/5 nad., CK toplovod, parkirno mesto pred objektom, 2 parkirni mest...|73,00 m2|700,00 €/mesec
LJ. CENTER, BREG|Soba|126 m2, soba, zgrajena l. 1757, adaptirana l. 1988, mansarda, stanovanje v spodnjem delu obsega predsobo, dnevno sobo z ...|126,00 m2|1.200,00 €/mesec
LJ. CENTER, BREG|dvoinpolsobno|166 m2, 2,5-sobno, zgrajeno l. 1600, 2. nad., posebno baročno stanovanje s pridihom modernega stila na odlični lokaciji ...|166,00 m2|1.800,00 €/mesec
LJ. CENTER, BREZ PROVIZIJE|dvosobno|81 m2, 2-sobno, zgrajeno l. 1900, P/2 nad., oddamo. Cena: 1.200,00 EUR/mes|81,00 m2|1.200,00 €/mesec
LJ. CENTER, BREZ PROVIZIJE, BOHORIČEVA ULICA|garsonjera|57,3 m2, garsonjera, zgrajena l. 2008, adaptirana l. 2015, 2/3 nad., oddamo. Cena: 600,00 EUR/mes|57,30 m2|600,00 €/mesec
LJ. CENTER, BREZ PROVIZIJE, GESTRINOVA ULICA|trisobno|75,9 m2, 3-sobno, zgrajeno l. 1929, adaptirano l. 2020, VP/4 nad., oddamo. Cena: 800,00 EUR/mes|75,90 m2|800,00 €/mesec
LJ. CENTER, BREZ PROVIZIJE, SALENDROVA ULICA|garsonjera|33 m2, garsonjera, zgrajena l. 1900, 3/3 nad., oddamo. Cena: 550,00 EUR/mes|33,00 m2|550,00 €/mesec
LJ. CENTER, BREZ PROVIZIJE, ZUPANČIČEVA JAMA|dvoinpolsobno|56,3 m2, 2,5-sobno, zgrajeno l. 1989, 32 m2 zemljišča, P/5 nad., oddamo. Cena: 800,00 EUR/mes|56,30 m2|800,00 €/mesec
LJ. CENTER, CANKARJEVA|trisobno|161,5 m2, 3-sobno, zgrajeno l. 1931, adaptirano l. 2006, 1. nad., stanovanje se nahaja v urejeni hiši z dvigalom. Obsega...|161,50 m2|1.800,00 €/mesec
LJ. CENTER, DALMATINOVA ULICA|triinpolsobno|85 m2, 3,5-sobno, adaptirano l. 2017, 4/4 nad., Oddaja se popolnoma opremljeno 3.5 sobno stanovanje na Dalmatinovi ulici...|85,00 m2|1.490,00 €/mesec
LJ. CENTER, DVORAKOVA ULICA|enoinpolsobno|39,3 m2, 1,5-sobno, v stavbi zgrajeni l. 1929, adaptirano l. 2007, M/4 nad., LJ center, Dvorakova ul., 1,5 sobno, mansar...|39,30 m2|550,00 €/mesec
LJ. CENTER, ENKRATNA PRILOŽNOST|trisobno|168,4 m2, 3-sobno, zgrajeno l. 1751, oddamo. Cena: 2.000,00 EUR/mes|168,40 m2|2.000,00 €/mesec
LJ. CENTER, ERJAVCEVA CESTA|trisobno|48 m2, 3-sobno, adaptirano l. 2018, 7 m2 zemljišča, polklet, Stanovanje, 3 sobno, 45m2, središče Ljubljane, oddamo za da...|48,00 m2|700,00 €/mesec
LJ. CENTER, GREGORČIČEVA|trisobno|90 m2, 3-sobno, adaptirano l. 2010, oddamo. Cena: 1.500,00 EUR/mes|90,00 m2|1.500,00 €/mesec
LJ. CENTER, GREGORČIČEVA ULICA|Soba|10 m2, soba, adaptirana l. 2014, 7/10 nad., oddamo. Cena: 220,00 EUR/mes|10,00 m2|220,00 €/mesec
LJ. CENTER, HRVATSKI TRG - BLIŽINA UKC|dvosobno|52,2 m2, 2-sobno, zgrajeno l. 1962, adaptirano l. 2010, 4/12 nad., opremljeno dvosobno stanovanje, vseljivo takoj, prime...|52,20 m2|550,00 €/mesec
LJ. CENTER, HUDOVERNIKOVA 2|dvosobno|52 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2000, 7/11 nad., Oddaja se prijetno, svetlo, 2-sobno, 55 kv. metrov veli...|52,00 m2|650,00 €/mesec
LJ. CENTER, IZJEMNA LOKACIJA|trisobno|104,1 m2, 3-sobno, zgrajeno l. 1903, adaptirano l. 2020, VP/2 nad., oddamo. Cena: 1.480,00 EUR/mes|104,10 m2|1.480,00 €/mesec
LJ. CENTER, JANEZA PAVLA II|trisobno|70 m2, 3-sobno, zgrajeno l. 1950, adaptirano l. 2020, P/1 nad., oddamo. Cena: 850,00 EUR/mes|70,00 m2|850,00 €/mesec
LJ. CENTER, KERSNIKOVA ULICA|garsonjera|"35 m2, garsonjera, ""penthouse"", zgrajena l. 1963, adaptirana l. 2018, 50 m2 zemljišča, 8/8 nad., Center, parki..."|35,00 m2|660,00 €/mesec
LJ. CENTER, KERSNIKOVA ULICA|enoinpolsobno|40 m2, 1,5-sobno, zgrajeno l. 1939, adaptirano l. 2019, 3/5 nad., oddamo. Cena: 690,00 EUR/mes|40,00 m2|690,00 €/mesec
LJ. CENTER, KOBLARJEVA|Soba|15 m2, soba, adaptirana l. 2010, 1/1 nad., oddamo opremljeno sobo s souporabo kuhinje, kopalnice in skupnih prostorov te...|15,00 m2|220,00 €/mesec
LJ. CENTER, KOLODVORSKA UL|garsonjera|40 m2, garsonjera, adaptirana l. 2020, 4/5 nad., 40 m2, garsonjera, popolnoma adaptirana 2020, 4. nad., oddamo. Cena: 70...|40,00 m2|700,00 €/mesec
LJ. CENTER, KOMENSKEGA|trisobno|108 m2, 3-sobno, zgrajeno l. 2005, 4. nad., Prekrasno stanovanje se nahaja na odlični lokaciji v centru mesta le nekaj m...|108,00 m2|1.700,00 €/mesec
LJ. CENTER, KONGRESNI TRG, PEŠ CONA|dvosobno|35 m2, 2-sobno, zgrajeno l. 1886, 1/3 nad., Prijetno in mirno stanovanje v centru mesta idealno za poslovneže, posamezni...|35,00 m2|850,00 €/mesec
LJ. CENTER, KOTNIKOVA ULICA|garsonjera|27 m2, garsonjera, zgrajena l. 1965, adaptirana l. 2019, 3. nad., oddamo. Cena: 520,00 EUR/mes|27,00 m2|520,00 €/mesec
LJ. CENTER, KOTNIKOVA ULICA|garsonjera|28 m2, garsonjera, zgrajena l. 2004, 5/7 nad., Oddam opremljeno garsonjero z balkonom in s parkirnim mestom v garaži, od...|28,00 m2|580,00 €/mesec
LJ. CENTER, KOTNIKOVA ULICA|garsonjera|35 m2, garsonjera, zgrajena l. 2001, 1. nad., V celoti opremljeno stanovanje, ki je le nekaj min oddaljen od tržnice, že...|35,00 m2|550,00 €/mesec
LJ. CENTER, KOTNIKOVA ULICA|dvoinpolsobno|60 m2, 2,5-sobno, adaptirano l. 2020, adaptirano l. 2020, 1/7 nad., 2,5-sobno, 60 m2, LJ-center, adaptirano, prostorno, ...|60,00 m2|700,00 €/mesec
LJ. CENTER, KRAKOROČNI NAJEM|enosobno|35 m2, 1-sobno, zgrajeno l. 1980, adaptirano l. 2019, pritličje, oddamo. Cena: 600,00 EUR/mes|35,00 m2|600,00 €/mesec
LJ. CENTER, KRATKOROČNI NAJEM 3 - 4 MESECE|dvosobno|55 m2, 2-sobno, zgrajeno l. 1966, adaptirano l. 2008, 2. nad., oddamo. Cena: 750,00 EUR/mes|55,00 m2|750,00 €/mesec
LJ. CENTER, KRIŽANKE|dvosobno|44,6 m2, 2-sobno, zgrajeno l. 1897, adaptirano l. 2019, visoko pritličje, stanovanje je popolnoma adaptirano in dizajner...|44,60 m2|750,00 €/mesec
LJ. CENTER, LEDINA|trisobno|82 m2, 3-sobno, v stavbi zgrajeni l. 1900, Za oddajo starejše staromeščansko stanovanje. Lepo ohranjeno, oddamo. Cena: c...|82,00 m2|700,00 €/mesec
LJ. CENTER, LEVSTIKOV TRG 8, 1000|Soba|20 m2, soba, zgrajena l. 1920, adaptirana l. 2014, 1. nad., V strogem Centru Ljubljane, Levstikov trg 8, v 4 sobnem konf...|20,00 m2|400,00 €/mesec
LJ. CENTER, MALI TRG|dvosobno|65 m2, 2-sobno, zgrajeno l. 1990, 4/4 nad., odlična lokacija s čudovitim pogledom na grad, opremljeno, oddam za 6 mesece...|65,00 m2|900,00 €/mesec
LJ. CENTER, MESARSKA 24|enosobno|37 m2, 1-sobno, zgrajeno l. 2006, 3/4 nad., sodobno opremljeno, mirna okolica, KTV, klima, dvigalo, kletno parkirno mest...|37,00 m2|500,00 €/mesec
LJ. CENTER, MESARSKA CESTA|garsonjera|32 m2, garsonjera, zgrajena l. 2006, 2/4 nad., Lepo, klimatizirano, prijetno in po meri opremljeno garsonjero, 32 m2, s ...|32,00 m2|480,00 €/mesec
LJ. CENTER, MESARSKA CESTA|dvosobno|76,8 m2, 2-sobno, zgrajeno l. 2006, 4/5 nad., prostorno, svetlo, lepo opremljeno stanovanje v centru mesta s pogledom na...|76,80 m2|800,00 €/mesec
LJ. CENTER, MESARSKA ULICA|dvosobno|68 m2, 2-sobno, zgrajeno l. 2007, adaptirano l. 2017, 1/3 nad., Prijetno in svetlo stanovanje. Oddamo urejenemu posamezn...|68,00 m2|700,00 €/mesec
LJ. CENTER, MESARSKA ULICA|dvosobno|85 m2, 2-sobno, zgrajeno l. 2006, adaptirano l. 2019, 5/5 nad., Svetlo stanovanje s prekrasnim pogledom na ljubljanski g...|85,00 m2|850,00 €/mesec
LJ. CENTER, MESTNI TRG|dvosobno|72,2 m2, 2-sobno, zgrajeno l. 1820, adaptirano l. 2005, 2/4 nad., oddamo. Cena: 790,00 EUR/mes|72,20 m2|790,00 €/mesec
LJ. CENTER, MESTNI TRG|dvosobno|"88 m2, 2-sobno, ""penthouse"", zgrajeno l. 1900, adaptirano l. 2011, 88 m2 zemljišča, M/M, V centru Ljubjane odd..."|88,00 m2|1.200,00 €/mesec
LJ. CENTER, MIRNEJŠI DEL CENTRA - TABOR|Soba|23 m2, soba, zgrajena l. 1906, adaptirana l. 2018, VP/2 nad., Svetlo, pozitivno, veliko sobo v popolnoma opremljenem sta...|23,00 m2|445,00 €/mesec
LJ. CENTER, MOSTE|dvosobno|52 m2, 2-sobno, zgrajeno l. 1962, adaptirano l. 2018, 6/10 nad., Ljubljana, bližina UKC, oddamo 2 sobno opremljeno stano...|52,00 m2|650,00 €/mesec
LJ. CENTER, MOŽNOST KRATKOROČNEGA NAJEMA|trisobno|126,91 m2, 3-sobno, zgrajeno l. 1933, 5. nad., oddamo. Cena: 1.100,00 EUR/mes|126,91 m2|1.100,00 €/mesec
LJ. CENTER, NASPROTI CITY HOTELA|Soba|23 m2, soba, zgrajena l. 1870, adaptirana l. 2018, 1/2 nad., Soba z lastno kopalnico, primerno za dve osebi, oddamo. Cen...|23,00 m2|380,00 €/mesec
LJ. CENTER, NASPROTI CITY HOTELA OZ. RTV|Soba|27 m2, soba, zgrajena l. 1870, adaptirana l. 2018, 1/2 nad., Soba z lastno kopalnico v Centru Ljubljane, oddamo. Cena: 3...|27,00 m2|380,00 €/mesec
LJ. CENTER, NASPROTI RAZSTAVIŠČA, DUNAJSKA|enosobno|41 m2, 1-sobno, adaptirano l. 2008, klimatizirano, popolnoma opremljeno tudi s posteljnino in posodo, nasproti Gospodars...|41,00 m2|490,00 €/mesec
LJ. CENTER, NASPROTI RTV SLOVENIJA|dvosobno|81 m2, 2-sobno, zgrajeno l. 1870, adaptirano l. 2018, 2/2 nad., Mansardno stanovanje v kulturno zaščiteni hiši nasproti ...|81,00 m2|1.200,00 €/mesec
LJ. CENTER, NEBOTIČNIK|enosobno|29 m2, 1-sobno, adaptirano l. 2000, 4. nad., oddamo. Cena: 400,00 EUR/mes|29,00 m2|400,00 €/mesec
LJ. CENTER, NEBOTIČNIK, NARODNA GALERIJA|trisobno|121,9 m2, 3-sobno, zgrajeno l. 1933, 4. nad., V Đukičevih blokih oddamo prostorno trisobno stanovanje. Stanovanje je opr...|121,90 m2|1.200,00 €/mesec
LJ. CENTER, NJEGOŠEVA|dvosobno|47 m2, 2-sobno, v stavbi zgrajeni l. 1926, adaptirano l. 2011, 4/4 nad., Prostorno, svetlo, opremljeno, klimatizirano st...|47,00 m2|550,00 €/mesec
LJ. CENTER, NJEGOŠEVA, MEKSIKO|enosobno|43,5 m2, 1-sobno, zgrajeno l. 1928, 2/4 nad., Stanovanje se nahaja blizu Poliklinike, glavne postaje, Etnografskega muze...|43,50 m2|600,00 €/mesec
LJ. CENTER, OB GIMNAZIJI POLJANE|enosobno|34 m2, 1-sobno, zgrajeno l. 1910, adaptirano l. 2018, PK/3 nad., Obnovljeno in opremljeno stanovanje, ki ima zahodno son...|34,00 m2|520,00 €/mesec
LJ. CENTER, OB LJUBLJANICI|enoinpolsobno|40 m2, 1,5-sobno, zgrajeno l. 1963, adaptirano l. 2015, pritličje, Oddaja, stanovanje, LJ. CENTER, 40 m2, apartma, v sta...|40,00 m2|500,00 €/mesec
LJ. CENTER, OB MESTNI TRŽNICI|trisobno|100,8 m2, 3-sobno, zgrajeno l. 1934, adaptirano l. 2012, 3/3 nad., čudovito meščansko stanovanje v urejenem in zgodovins...|100,80 m2|1.250,00 €/mesec
LJ. CENTER, ORLOVA ULICA, ZA BOTANIČNIM VRTOM|Soba|18 m2, soba, adaptirana l. 2007, VP/VP, Opremljena soba v štirisobnem stanovanju v hiši za študente, internet v sobi, so...|18,00 m2|200,00 €/mesec
